,Value(uM),Subject Age,Subject Sex,Subject Information,Comment,File
322,4008.757 +/- 750.0255,Children (1 - 13 years old),Male,Normal,None,hmdb_metabolites-47
323,1230 +/- 250,Adult (>18 years old),,Normal,None,hmdb_metabolites-47
324,430-610,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-47
325,390-570,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-47
326,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-47
327,5000.0 (4500.0-5500.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-47
328,0.00164 +/- 0.00012,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-48
329,0.00029 +/- 0.000021,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-48
330,0.00072 (0.00049-0.0013),Adult (>18 years old),Male,Normal,None,hmdb_metabolites-48
331,0.0003 +/- 0.00003,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-48
332,2.46 +/- 1.26,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-49
333,0-5,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-49
334,0-5,Infant (1 - 3 months old),Both,Normal,None,hmdb_metabolites-49
335,5.73 (3.75 - 10.8),Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-49
336,0-10,Children (3 months - 6 years old),Both,Normal,None,hmdb_metabolites-49
337,0-10,Children (6 - 18 years old),Both,Normal,None,hmdb_metabolites-49
338,1.46 (0.70-2.46),Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-49
339,<4,Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-49
340,2.0 +/- 0.8,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-49
341,0.4-4.9,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-49
342,<2.323,Children (1 - 13 years old),Male,Normal,None,hmdb_metabolites-49
343,<3,Children (1 - 13 years old),Male,Normal,None,hmdb_metabolites-49
344,0.540-2.460,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-49
345,0.774-54.198,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-49
346,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-49
347,10.0 (0.0-20.0),Children (1-13 years old),Both,Normal,None,hmdb_metabolites-49
348,1.20 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-49
349,,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-49
350,,,,Normal,None,hmdb_metabolites-50
351,< 0.00013,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-52
352,0.00000-0.00013,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-52
353,0.31 (0.02-1.63),Adult (>18 years old),Female,Normal,None,hmdb_metabolites-53
354,0.31 (0.02-1.63),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-53
355,0.32 ( 0.10-0.74),Adult (>18 years old),Male,Normal,None,hmdb_metabolites-53
356,0.00173-0.0264,Newborn (0-30 days old),Female,Normal,None,hmdb_metabolites-54
357,0.00225-0.0433,Newborn (0-30 days old),Female,Normal,None,hmdb_metabolites-54
358,0.020 +/- 0.011,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-54
359,0.0153 +/- 0.00763,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-54
360,0.001 (0.00034-0.0017),Children (1-13 years old),Female,Normal,None,hmdb_metabolites-54
361,0.0087 (0.0035-0.013),Adult (>18 years old),Female,Normal,None,hmdb_metabolites-54
362,0.0146 +/- 0.00451,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-54
363,0.023 (0.005-0.042),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-54
364,0.000700-0.0204,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-54
365,0.00295 +/- 0.00319,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-54
366,65.7 +/- 4.6,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-55
367,13.6 +/- 3.6,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-55
368,51.7 +/- 1.7,Infant (0-1 year old),Male,Normal,None,hmdb_metabolites-55
369,63.4 +/- 7.4,Children (1-13 years old),Male,Normal,None,hmdb_metabolites-55
370,54.0 +/- 18.8,Adolescent (13-18 years old),Male,Normal,None,hmdb_metabolites-55
371,56.0 +/- 7.0,Children (1-13 years old),Female,Normal,None,hmdb_metabolites-55
372,51.8 +/- 4.9,Infant (0-1 year old),Female,Normal,None,hmdb_metabolites-55
373,57.5 +/- 5.9,Adolescent (13-18 years old),Female,Normal,None,hmdb_metabolites-55
374,53.2 +/- 7.7,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-55
375,,,,Normal,None,hmdb_metabolites-56
376,0,Children (1 - 13 years old),Both,Normal,None,hmdb_metabolites-58
377,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-59
378,34.0 +/- 5.0,Infant (0-1 year old),Both,Normal,None,hmdb_metabolites-59
379,40.0 +/- 4.0,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-59
380,29.0 +/- 5.0,Infant (0-1 year old),Both,Normal,None,hmdb_metabolites-59
381,33.0 +/- 4.0,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-59
382,20.18 (3.33-53.22),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-60
383,1.43 +/- 0.23,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-60
384,3.3 +/- 1.5,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-60
385,48.36 +/- 7.32,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-60
386,0.25 +/- 0.19,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-61
387,<2,Children (3 months - 6 years old),Not Specified,Normal,None,hmdb_metabolites-61
388,0.1,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-61
389,1-5,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-62
390,<3.700,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-62
391,2.6 (1.8-3.7),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-62
392,1.9 (1.1-3.4),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-62
393,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-63
394,54.2 +/- 0.8,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-63
395,190.0 (30.0-400.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-63
396,88.0 +/- 33.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-63
397,122.0 +/- 30.0,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-63
398,40-160,Not Specified,Not Specified,Normal,None,hmdb_metabolites-63
399,122.3(27.85),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-63
400,30.00-400.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-63
401,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-63
402,114.2 +/- 27,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-63
403,6.0 +/- 0.3,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-65
404,27.5 +/- 3.3,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-65
405,10.6 +/- 1.9,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-65
406,6.8 +/- 0.3,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-65
407,8.70-19.8,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-65
408,14.5 +/- 5.3,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-65
409,3088.7 +/- 527.9,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-66
410,1797.5 +/- 328.2,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-66
411,1797.33 (1458.74 - 2357.96),,,Normal,None,hmdb_metabolites-66
412,0.329 (0.150-0.661),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-67
413,0.0440-0.342,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-67
414,0.17 (0.1 – 0.27),Children (1-13 years old),Both,Normal,None,hmdb_metabolites-67
415,1.0 (0.3-5.5),Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-67
416,0.126 (0.065 - 0.301),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-67
417,,,,Normal,None,hmdb_metabolites-68
418,0.82 (0.05 - 2.63),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-69
419,0.36 (0.23-0.48),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-69
420,40.0 (0.0-80.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-70
421,15.0 (0.0-33.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-70
422,0.00-33.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-70
423,0.110 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-71
424,0.120-0.500,Children (1 - 13 years old),Both,Normal,None,hmdb_metabolites-71
425,50-123,Adolescent (13-18 years old),Female,Normal,None,hmdb_metabolites-73
426,34,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-73
427,7.9 +/- 2.4,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-73
428,7.8 +/- 1.7,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-73
429,0.082 +/- 0.050,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-74
430,0.048 +/- 0.009,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-74
431,0.03 +/- 0.006,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-74
432,0.047 +/- 0.01,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-74
433,0.078 +/- 0.029,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-74
434,0.029 +/- 0.045,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-74
435,0.027 +/- 0.004,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-74
436,0.029 +/- 0.005,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-74
437,0.166 +/- 0.147,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-74
438,3.05 (0.25–12.78),Adult (>18 years old),Male,Normal,None,hmdb_metabolites-75
439,0.021 (0.017-0.025),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-76
440,0.0295-0.0340,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-76
441,0.00544-0.0272,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-76
442,0.039 (0.01 - 0.14),Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-76
443,0.011 (0.004 - 0.028),Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-76
444,0.009 (0.0024 - 0.024),Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-76
445,0.024,Infant (5 days - <1 year old),Both,Normal,None,hmdb_metabolites-76
446,0.0088,Children (1 - <3 years old),Both,Normal,None,hmdb_metabolites-76
447,0.027,Children (3 - <6 years old),Both,Normal,None,hmdb_metabolites-76
448,0.0297,Children (6 - <8 years old),Both,Normal,None,hmdb_metabolites-76
449,0.0258,Children (8 - <12 years old),Both,Normal,None,hmdb_metabolites-76
450,0.027,Adolescent (12 - <14 years old),Both,Normal,None,hmdb_metabolites-76
451,0.0179,Adolescent (14 - <19 years old,Both,Normal,None,hmdb_metabolites-76
452,0.00400-0.0150,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-76
453,0.016 +/- 0.0049,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-76
454,0.02 (0.011- 0.036),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-76
455,0.009 (0.0026-0.026),Adult (>18 years old),Female,Normal,None,hmdb_metabolites-76
456,0.023 (0.002-0.045),Children (1-13 years old),Both,Normal,None,hmdb_metabolites-76
457,3100-5600,Not Specified,Not Specified,Normal,None,hmdb_metabolites-77
458,3890-5550,Not Specified,Not Specified,Normal,None,hmdb_metabolites-77
459,4860 (4670-5190),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
460,3300-6900,Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-77
461,5000 +/- 600,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
462,4200-6300,Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-77
463,3500-6000,Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-77
464,5350.0 +/- 120.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
465,5400.0 (4700.0 - 6100.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
466,3300-5600,Not Specified,Not Specified,Normal,None,hmdb_metabolites-77
467,3885.524-6105.823,Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-77
468,4163.0610-6383.360,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-77
469,<5994.808,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-77
470,2800-5000,Not Specified,Not Specified,Normal,None,hmdb_metabolites-77
471,3885.524-6105.823,Not Specified,Not Specified,Normal,None,hmdb_metabolites-77
472,5181.0 +/- 394.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
473,4380 +/-275,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-77
474,4500 +/- 1000,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
475,4894.19(1723.06),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
476,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
477,4000.0-6000.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
478,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
479,4823.600 +/- 249.784,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-77
480,5300.0 (4900.0 - 5700.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
481,4695.933 +/- 327.494,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-77
482,4750.0 +/- 184.0,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-77
483,2200.0 (1100.0 - 3300.0),Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-77
484,4440.0 +/- 370.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
485,4570.0 +/- 411.0,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-77
486,2750.0 (2200.0-3300.0),Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-77
487,4470.0 +/- 346.0,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-77
488,4450.0 (3300.0 - 5600.0),Children (1-13 years old),Both,Normal,None,hmdb_metabolites-77
489,5450.0 (4200.0 - 6700.0),Elderly (>65 years old),Both,Normal,None,hmdb_metabolites-77
490,3500-7000,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-77
491,4971.3 +/- 372.8,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
492,4440.0 +/- 100.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
493,4470.0 +/- 110.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-77
494,242.0 +/- 44.0,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-78
495,258.0 +/- 64.0,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-78
496,106-272,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-78
497,150-350,Infant (1 - 3 months old),Both,Normal,None,hmdb_metabolites-78
498,125-400,Children (3 months - 6 years old),Both,Normal,None,hmdb_metabolites-78
499,140-490,Children (6 - 18 years old),Both,Normal,None,hmdb_metabolites-78
500,329.9 +/- 105.6,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-78
501,147-321,Not Specified,Not Specified,Normal,None,hmdb_metabolites-78
502,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-78
503,149-301,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-78
504,184-356,Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-78
505,140-420,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-78
506,200-600,Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-78
507,80-341,Infant (0-1 year old),Not Specified,Normal,None,hmdb_metabolites-78
508,100-320,Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-78
509,126-384,Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-78
510,280.0 (140.0-420.0),Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-78
511,<300,Children (1 - 13 years old),Male,Normal,None,hmdb_metabolites-78
512,100 - 310,Children (1 - 13 years old),Not Specified,Normal,None,hmdb_metabolites-78
513,120-320,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-78
514,213  +/- 35,Infant (0-1 year old),Both,Normal,None,hmdb_metabolites-78
515,56-308,Infant (0-1 year old),Both,Normal,None,hmdb_metabolites-78
516,60-310,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-78
517,180-709,Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-78
518,212.4 +/- 57.4,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-78
519,150.0-440.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-78
520,220 +/- 33,Children (1 - 13 years old),Both,Normal,None,hmdb_metabolites-78
521,300 +/- 114,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-78
522,255.4 +/- 65.9,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-78
523,306.63,Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-78
524,236 +/- 43,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-78
525,304.4(255.1-362.8),Children (1-13 uears old),Both,Normal,None,hmdb_metabolites-78
526,230.0 (178.0-282.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-78
527,325.4 +/- 126.8,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-78
528,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-78
529,460.0 +/- 275.0,Newborn (0-30 days old),Not Specified,Normal,None,hmdb_metabolites-78
530,234.0 +/- 34.0,Children (1-13 years old),Male,Normal,None,hmdb_metabolites-78
531,9.9 +/- 2.3,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-79
532,10.2 +/- 1.8,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-79
533,4.35 +/- 2.10,Adolescent (13-18 years old),Male,Normal,None,hmdb_metabolites-80
534,3.20 +/- 2.20,Adolescent (13-18 years old),Male,Normal,None,hmdb_metabolites-80
535,1.0738-1.725,Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-80
536,800.50 +/- 201.73,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-80
537,3.67 +/- 0.241,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-80
538,12.5 +/- 5.2,Infant (0-1 year old),Male,Normal,None,hmdb_metabolites-80
539,10.9 +/- 4.5,Children (1-13 years old),Male,Normal,None,hmdb_metabolites-80
540,12.00 +/- 3.00,Adolescent (13-18 years old),Male,Normal,None,hmdb_metabolites-80
541,12.8 +/- 4.6,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-80
542,37.03 +/- 4.76,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-80
543,30.0 +/- 3.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-81
544,165.0 +/- 32.0,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-82
545,165.0 +/- 23.0,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-82
546,2.8 +/- 0.9,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-83
547,1.0-3.5,Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-83
548,0.35-8.0,Children (1-13 years old),Not Specified,Normal,None,hmdb_metabolites-83
549,0.7-1.4,Children (1-13 years old),Both,Normal,None,hmdb_metabolites-83
550,0.7-3.5,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-83
551,1.3-3.3,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-83
552,1.90 +/- 0.68,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-83
553,3.08 (0.87-3.64),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-83
554,19.0 (3.0-37.0),Adult (>18 years old),Not Specified,Normal,None,hmdb_metabolites-83
555,1.900 +/- 0.680,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-83
556,2.0 (0.0 - 5.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-83
557,16.8 (0.81-32.9),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-83
558,1.22 +/- 0.40,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-83
559,0.043 (0.014 - 0.071),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-84
560,,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-85
561,40.0 +/- 19.0,Newborn (0-30 days old),Both,Normal,None,hmdb_metabolites-85
562,43.0 +/-  9.0,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-85
563,50.0 +/- 16.0,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-85
564,39.0 +/- 9.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-85
565,68.0 (33.0 - 139.0),Elderly (>65 years old),Both,Normal,None,hmdb_metabolites-85
566,80-230,Children (1 - 13 years old),Male,Normal,None,hmdb_metabolites-85
567,284.6(213.9),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-85
568,331.2-532.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-85
569,50 +/- 16,Adult (>18 years old),Female,Normal,None,hmdb_metabolites-85
570,43 +/- 9,Adult (>18 years old),Male,Normal,None,hmdb_metabolites-85
571,53.0 (28.0-102.0),Adult (>18 years old),Both,Normal,None,hmdb_metabolites-85
572,431.6 +/- 100.4,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-85
573,0.8 +/- 0.5,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-87
