,Name,Accession,Patient Sex,min_age,max_age,min_range,max_range,Disease
354,Creatine,HMDB0000064,Female,18,64,24.1,45.300000000000004,Early preeclampsia
355,Creatine,HMDB0000064,Female,18,64,24.4,50.4,Pregnancy
359,Creatine,HMDB0000064,Both,18,64,25.1,61.300000000000004,Schizophrenia
360,Creatine,HMDB0000064,Female,18,64,14.09,36.91,Pregnancy with fetus having congenital heart defect
361,Creatine,HMDB0000064,Female,18,64,12.34,35.34,Pregnancy
362,Creatine,HMDB0000064,Both,18,64,791.603,1254.199,Uremia
363,Creatine,HMDB0000064,Female,18,64,35.6,47.4,Late-onset preeclampsia
364,Creatine,HMDB0000064,Female,18,64,17.799999999999997,49.0,Pregnancy
365,Creatine,HMDB0000064,Both,18,64,-251.05,494.83,Heart failure with reduced ejection fraction
367,Creatine,HMDB0000064,Female,18,64,24.099999999999998,50.7,Down syndrome pregnancy
368,Creatine,HMDB0000064,Female,18,64,22.599999999999998,46.2,Pregnancy
372,Cholesterol,HMDB0000067,Both,18,64,5200.0,6200.0,Hypercholesterolemia
373,Cholesterol,HMDB0000067,Both,1,13,2689.747,16035.0288,Cholesteryl ester storage disease
375,Cholesterol,HMDB0000067,Both,18,64,0,5172.59,Hyperlipidemia
376,Cholesterol,HMDB0000067,Both,18,64,5172.59,9999,Cystinosis
377,Cholesterol,HMDB0000067,Both,1,13,3620.813,6051.9310000000005,Cystinosis
378,Cholesterol,HMDB0000067,Both,1,13,6095.897,9354.629,"Hypercholesterolemia, familial"
380,Cholesterol,HMDB0000067,Both,18,64,3105.0,5176.0,Cholesteryl ester storage disease
381,Cholesterol,HMDB0000067,Both,1,13,7764.8,10870.8,Cholesteryl ester storage disease
382,Cholesterol,HMDB0000067,Both,1,13,6000.0,10000.0,Cystinosis
385,Cholesterol,HMDB0000067,Both,18,64,2600.0,4100.0,Acute myelogenous leukemia (AML)
386,Cholesterol,HMDB0000067,Female,13,18,2198.351,2405.254,SC4MOL deficiency
387,Cholesterol,HMDB0000067,Both,1,13,2689.747,16035.0288,Cholesteryl ester storage disease
394,Cholesterol,HMDB0000067,Both,18,64,3591.5875,4908.529500000001,Apolipoprotein C-II deficiency
395,Cholesterol,HMDB0000067,Male,1,13,2250.0,7710.0,Duchenne Muscular Dystrophy
396,Cholesterol,HMDB0000067,Male,1,13,1280.0,8560.0,Duchenne Muscular Dystrophy
397,Cholesterol,HMDB0000067,Both,18,64,2190.0,2940.0,Lecithin:cholesterol Acyltransferase Deficiency
398,Cholesterol,HMDB0000067,Both,18,64,4210.0,5930.0,Lipodystrophy
399,Cholesterol,HMDB0000067,Both,18,64,3740.0,6040.0,"Lipodystrophy, Congenital Generalized"
400,Cholesterol,HMDB0000067,Not Specified,1,13,3830.0,10030.0,Oculocerebrorenal Syndrome of Lowe
401,Cholesterol,HMDB0000067,Both,18,64,4390.0,6260.0,Familial partial lipodystrophy
403,Cholesterol,HMDB0000067,Both,18,64,4030.0,5460.0,Partial lipodystrophy
406,Cholesterol,HMDB0000067,,18,64,830.0,4530.0,Familial lipoprotein lipase deficiency
408,Epinephrine,HMDB0000068,Both,18,64,0.0018399999999999998,0.00298,Head trauma
409,Epinephrine,HMDB0000068,Female,18,64,5.2000000000000004e-05,0.000102,Addison's disease
410,Epinephrine,HMDB0000068,Both,18,64,0.0006399999999999999,0.00136,Subarachnoid haemorrhage 
411,Epinephrine,HMDB0000068,Male,18,64,0.00010399999999999998,0.000176,Addison's disease
412,Epinephrine,HMDB0000068,Both,18,64,5e-05,0.00054,Pheochromocytoma
413,Epinephrine,HMDB0000068,Both,18,64,0.0002,0.0048,Pheochromocytoma
415,Pipecolic acid,HMDB0000070,Both,18,64,5.0,378.0,Peroxisomal biogenesis defect
416,Pipecolic acid,HMDB0000070,Not Specified,0,1,2.8,23.0,Pyridoxine dependency with seizures (PDE)
418,Pipecolic acid,HMDB0000070,Both,1,13,0.0,1.66,Pseudoneonatal adrenoleukodystrophy
422,Pipecolic acid,HMDB0000070,Not Specified,1,13,0,3.871,"Adrenoleukodystrophy, X-linked"
423,Pipecolic acid,HMDB0000070,Not Specified,0,1,0,3.871,"Refsum disease, classic, adult-onset"
424,Pipecolic acid,HMDB0000070,Not Specified,0,0.003,0.0,1.66,Neonatal adrenoleukodystrophy
425,Pipecolic acid,HMDB0000070,Not Specified,1,13,0.0,38.713,"Refsum disease, juvenile"
426,Pipecolic acid,HMDB0000070,Male,1,13,15.0,64.0,Infantile Refsum disease
428,Pipecolic acid,HMDB0000070,Not Specified,1,13,170.335,185.82,"Refsum disease, infantile"
429,Pipecolic acid,HMDB0000070,Male,1,13,232.275,363.898,"Peroxisomal disorders, new type, liver"
430,Pipecolic acid,HMDB0000070,Both,0,1,26.325,216.79,Zellweger syndrome
431,Pipecolic acid,HMDB0000070,Both,0,0.003,27.0988,162.593,Neonatal adrenoleukodystrophy
432,Pipecolic acid,HMDB0000070,Male,1,13,38.712,154.85,Infantile Refsum's disease
433,Pipecolic acid,HMDB0000070,Female,0,0.003,4.12,280.0,Peroxisomal biogenesis disorder
434,Pipecolic acid,HMDB0000070,Female,1,13,60.86,62.1,Peroxisomal biogenesis disorder
435,Dopamine,HMDB0000073,Not Specified,18,64,0.00065,9999,Dopamine Beta-Hydroxylase Deficiency
436,Dopamine,HMDB0000073,Both,65,99,15.573200000000002,20.483600000000003,Alzheimer's disease
437,Dehydroepiandrosterone,HMDB0000077,Female,18,64,0.0025,0.00284,21-hydroxylase deficiency
438,Dehydroepiandrosterone,HMDB0000077,Not Specified,0,0.003,0.0002999999999999999,0.0203,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
439,Dehydroepiandrosterone,HMDB0000077,Not Specified,1,13,-0.0022000000000000006,0.0126,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
442,Dehydroepiandrosterone,HMDB0000077,Both,1,13,0.00157,0.385,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
443,Dehydroepiandrosterone,HMDB0000077,Both,0,0.003,0.0226,0.407,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
444,Dehydroepiandrosterone,HMDB0000077,Both,1,13,0.00030000000000000014,0.0027,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
445,Dehydroepiandrosterone,HMDB0000077,Male,18,64,0.005,0.019,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
446,Dehydroepiandrosterone,HMDB0000077,Female,18,64,0.007,0.021,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
447,Dehydroepiandrosterone,HMDB0000077,Not Specified,0,1,-0.002,0.018000000000000002,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
448,Dehydroepiandrosterone,HMDB0000077,Female,18,64,0,3e-05,Lipoid Adrenal Hyperplasia
449,Dehydroepiandrosterone,HMDB0000077,Female,13,18,0,3e-05,Lipoid Adrenal Hyperplasia
450,Dehydroepiandrosterone,HMDB0000077,Female,18,64,0.0184,0.0333,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
451,Dehydroepiandrosterone,HMDB0000077,Both,0,1,0.0024,0.0083,Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis
453,Dehydroepiandrosterone,HMDB0000077,Both,1,13,-0.020700000000000003,0.11030000000000001,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
454,Dehydroepiandrosterone,HMDB0000077,Both,1,13,-0.0010400000000000001,0.00596,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
457,Cysteinylglycine,HMDB0000078,Both,18,64,2.0,10.0,Phenylketonuria
458,Deoxyguanosine,HMDB0000085,Both,18,64,2.0,20.0,Purine nucleoside phosphorylase (PNP) deficiency 
460,Dimethylamine,HMDB0000087,Female,18,64,2.1,4.9,Early preeclampsia
461,Dimethylamine,HMDB0000087,Female,18,64,1.2999999999999998,6.7,Pregnancy
462,Dimethylamine,HMDB0000087,Both,18,64,192.97,263.95,uremia
463,Dimethylamine,HMDB0000087,Both,18,64,17.0,41.2,Kidney disease
464,Dimethylamine,HMDB0000087,Female,18,64,1.5000000000000002,4.9,Late-onset preeclampsia
465,Dimethylamine,HMDB0000087,Female,18,64,2.3000000000000003,6.5,Pregnancy
467,Dimethylamine,HMDB0000087,Female,18,64,14.600000000000001,52.6,Down syndrome pregnancy
468,Dimethylamine,HMDB0000087,Female,18,64,18.5,79.7,Pregnancy
469,Cytidine,HMDB0000089,Not Specified,0.03,6,1.69,4.15,Uremia
470,Cytidine,HMDB0000089,Both,18,64,0.13,0.39,Canavan disease
473,Dimethylglycine,HMDB0000092,Both,18,64,3.1,7.2,Kidney disease
474,Dimethylglycine,HMDB0000092,Both,18,64,4.8,10.1,Kidney disease
475,Dimethylglycine,HMDB0000092,Both,18,64,3.6,6.2,Kidney disease
477,Citric acid,HMDB0000094,Both,18,64,35.300000000000004,125.1,Heart Transplant
479,Citric acid,HMDB0000094,Female,18,64,58.49999999999999,96.69999999999999,Pregnancy with fetuses with trisomy 18
480,Citric acid,HMDB0000094,Female,18,64,43.199999999999996,89.0,Pregnancy
481,Citric acid,HMDB0000094,Female,18,64,66.80000000000001,105.0,Early preeclampsia
482,Citric acid,HMDB0000094,Female,18,64,60.0,98.6,Pregnancy
483,Citric acid,HMDB0000094,Both,18,64,86.60000000000001,196.0,Hyperoxalemia
484,Citric acid,HMDB0000094,Both,18,64,80.39999999999999,154.8,Hyperoxalemia
486,Citric acid,HMDB0000094,Both,1,13,71.0,107.0,2-Ketoglutarate dehydrogenase complex deficiency
487,Citric acid,HMDB0000094,Female,18,64,47.71,70.87,Pregnancy with fetus having congenital heart defect
488,Citric acid,HMDB0000094,Female,18,64,48.47,75.23,Pregnancy
489,Citric acid,HMDB0000094,Female,18,64,59.00000000000001,112.80000000000001,Late-onset preeclampsia
490,Citric acid,HMDB0000094,Female,18,64,50.599999999999994,97.6,Pregnancy
491,Citric acid,HMDB0000094,Both,18,64,99.88999999999999,189.19,Heart failure with preserved ejection fraction
494,Citric acid,HMDB0000094,Female,18,64,38.5,75.9,Down syndrome pregnancy
495,Citric acid,HMDB0000094,Female,18,64,35.4,68.4,Pregnancy
496,Choline,HMDB0000097,Both,18,64,5.199999999999999,14.2,Heart Transplant
497,Choline,HMDB0000097,Female,18,64,7.999999999999999,12.399999999999999,Pregnancy with fetuses with trisomy 18
498,Choline,HMDB0000097,Female,18,64,-69.0,132.2,Pregnancy
499,Choline,HMDB0000097,Female,18,64,7.800000000000001,13.0,Early preeclampsia
500,Choline,HMDB0000097,Female,18,64,-133.49999999999997,421.29999999999995,Pregnancy
502,Choline,HMDB0000097,Female,18,64,4.66,10.7,Pregnancy with fetus having congenital heart defect
503,Choline,HMDB0000097,Female,18,64,4.800000000000001,10.18,Pregnancy
504,Choline,HMDB0000097,Both,18,64,12.279999999999998,28.7,Heart failure with reduced ejection fraction
505,Choline,HMDB0000097,Female,18,64,-81.6,144.8,Down syndrome pregnancy
506,Choline,HMDB0000097,Female,18,64,-91.2,196.60000000000002,Pregnancy
507,D-Xylose,HMDB0000098,Not Specified,18,64,379.69999999999993,925.9,"Small intestinal malabsorption, HIV, & diarrhea"
508,D-Xylose,HMDB0000098,Not Specified,18,64,2158.7,3663.5,Kidney disease
509,D-Xylose,HMDB0000098,Not Specified,18,64,306.40000000000003,732.8,"Small intestinal malabsorption, HIV, & diarrhea"
510,D-Xylose,HMDB0000098,Not Specified,18,64,259.9,539.7,"Small intestinal malabsorption, scleroderma, & bacterial overgrowth"
511,D-Xylose,HMDB0000098,Not Specified,18,64,867.2,904.8,"Small intestinal malabsorption, scleroderma, & bacterial overgrowth"
512,D-Xylose,HMDB0000098,Not Specified,18,64,468.9,497.1,"Small intestinal malabsorption, HIV, & cryptosporidiosis"
513,D-Xylose,HMDB0000098,Not Specified,18,64,441.4,1157.4,"Small intestinal malabsorption, HIV, & cryptosporidiosis"
514,D-Xylose,HMDB0000098,Not Specified,18,64,1950.1,3784.1,Kidney disease
515,D-Xylose,HMDB0000098,Not Specified,18,64,2398.6,3978.7999999999997,Small intestinal bacterial overgrowth
516,D-Xylose,HMDB0000098,Not Specified,18,64,2135.7,2611.7,Small intestinal bacterial overgrowth
517,D-Xylose,HMDB0000098,Not Specified,18,64,1886.0000000000002,4382.6,Crohn's disease
518,D-Xylose,HMDB0000098,Not Specified,18,64,1913.4,3722.2000000000003,HIV and diarrhea
519,D-Xylose,HMDB0000098,Not Specified,18,64,1770.8,3598.3999999999996,HIV and diarrhea
525,L-Cystathionine,HMDB0000099,Both,18,64,0.14,4.1,Folate Deficiency
526,L-Cystathionine,HMDB0000099,Both,18,64,0.21,2.9,Cobalamin Deficiency
527,L-Cystathionine,HMDB0000099,Both,1,13,0.04,0.2,Autism
528,L-Cystathionine,HMDB0000099,Both,65,99,0.81,1.25,Alzheimer's disease
529,Galactitol,HMDB0000107,Both,18,64,11.17,12.090000000000002,Galactosemia
530,Ethanol,HMDB0000108,Both,18,64,28.1,52.300000000000004,Heart Transplant
531,Ethanol,HMDB0000108,Female,18,64,-13.5,131.1,Pregnancy with fetuses with trisomy 18
532,Ethanol,HMDB0000108,Female,18,64,9.600000000000001,117.80000000000001,Pregnancy
533,Ethanol,HMDB0000108,Female,18,64,10.8,55.400000000000006,Early preeclampsia
534,Ethanol,HMDB0000108,Female,18,64,19.099999999999998,79.5,Pregnancy
535,Ethanol,HMDB0000108,Female,18,64,20.95,72.41,Pregnancy with fetus having congenital heart defect
536,Ethanol,HMDB0000108,Female,18,64,15.75,48.67,Pregnancy
537,Ethanol,HMDB0000108,Female,18,64,25.1,110.30000000000001,Late-onset preeclampsia
538,Ethanol,HMDB0000108,Female,18,64,18.9,93.30000000000001,Pregnancy
539,Ethanol,HMDB0000108,Both,18,64,18027.0,74063.0,Alcohol intoxication
540,Ethanol,HMDB0000108,Male,18,64,23457.0,57773.0,Drunk driver
541,Ethanol,HMDB0000108,Both,18,64,10.0,170.0,Kidney disease
542,Ethanol,HMDB0000108,Female,18,64,4.0,24.8,Down syndrome pregnancy
543,Ethanol,HMDB0000108,Female,18,64,5.699999999999999,22.5,Pregnancy
544,gamma-Aminobutyric acid,HMDB0000112,Both,18,64,0.35000000000000003,0.5700000000000001,Hepatic encephalopathy
545,gamma-Aminobutyric acid,HMDB0000112,Both,18,64,0.0,2.0,Gaba-transaminase deficiency
546,gamma-Aminobutyric acid,HMDB0000112,Both,1,13,0.0,2.9,GABA transaminase deficiency
547,gamma-Aminobutyric acid,HMDB0000112,Both,65,99,1.625,2.055,Alzheimer's disease
550,Glycolic acid,HMDB0000115,Both,18,64,-2.8,17.4,Hemodialysis 
551,Glycolic acid,HMDB0000115,Both,18,64,-1.6999999999999997,2.9,Hemodialysis
552,Glycolic acid,HMDB0000115,Both,18,64,40.0,56.0,Ethylene Glycol Poisoning
553,Homovanillic acid,HMDB0000118,Male,18,64,0.04,0.08399999999999999,Schizophrenia 
554,Homovanillic acid,HMDB0000118,Female,18,64,0.048999999999999995,0.093,Schizophrenia 
556,Folic acid,HMDB0000121,Both,18,64,0.019,0.028,Rheumatoid arthritis
560,Folic acid,HMDB0000121,Both,18,64,0.02,0.026,Rheumatoid arthritis
561,Folic acid,HMDB0000121,Both,18,64,0.0,0.007,Folate deficiency
562,D-Glucose,HMDB0000122,Both,18,64,11100.0,9999,Diabetes mellitus
563,D-Glucose,HMDB0000122,Male,1,13,1000.0,4100.0,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
564,D-Glucose,HMDB0000122,Both,18,64,7000.0,9999,Diabetes mellitus
566,D-Glucose,HMDB0000122,Female,18,64,5828.285,15264.557,21-hydroxylase deficiency
568,D-Glucose,HMDB0000122,Both,18,64,2470.1,5015.9,Heart Transplant
570,D-Glucose,HMDB0000122,Both,1,13,2053.777,2220.299,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD)
572,D-Glucose,HMDB0000122,Female,0,1,2164.792,2553.344,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD)
573,D-Glucose,HMDB0000122,Female,0,1,1300.0,1400.0,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD)
574,D-Glucose,HMDB0000122,Not Specified,0,1,0,2600.0,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
577,D-Glucose,HMDB0000122,Both,18,64,5000.0,10090.0,Lipodystrophy
578,D-Glucose,HMDB0000122,Both,18,64,5220.0,10890.0,"Lipodystrophy, Congenital Generalized"
581,D-Glucose,HMDB0000122,Both,18,64,4670.0,6560.0,Partial lipodystrophy
583,D-Glucose,HMDB0000122,Both,1,13,800.0,3200.0,"Phosphoenolpyruvate Carboxykinase Deficiency 1, Cytosolic"
585,D-Glucose,HMDB0000122,Female,18,64,3229.3,5036.7,Pregnancy with fetuses with trisomy 18
586,D-Glucose,HMDB0000122,Female,18,64,3065.49,4632.49,Pregnancy
588,D-Glucose,HMDB0000122,Female,0,1,1665.224,2775.374,"Hypoglycemia, familial neonatal"
590,D-Glucose,HMDB0000122,Female,18,64,2964.5000000000005,5423.700000000001,Early preeclampsia
591,D-Glucose,HMDB0000122,Female,18,64,2988.7,4415.7,Pregnancy
592,D-Glucose,HMDB0000122,Both,18,64,5340.0,5660.0,Growth hormone deficiency
593,D-Glucose,HMDB0000122,Both,0,1,900.0,2200.0,3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency
594,D-Glucose,HMDB0000122,Both,18,64,5000.0,6800.0,Acute myelogenous leukemia (AML)
595,D-Glucose,HMDB0000122,Both,0,0.003,200.0,2200.0,3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency
596,D-Glucose,HMDB0000122,Male,0,1,2100.0,2700.0,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD)
600,D-Glucose,HMDB0000122,Male,0,0.003,1332.18,9436.272,Donohue Syndrome
601,D-Glucose,HMDB0000122,Female,1,13,444.0598,555.0748,"Fructose-1,6-bisphosphatase deficiency"
604,D-Glucose,HMDB0000122,Male,0,1,1676.326,2142.588,Glucagon deficiency
605,D-Glucose,HMDB0000122,Male,18,64,4995.673,5106.688,Primary Hypomagnesemia
606,D-Glucose,HMDB0000122,Female,18,64,2775.374,10213.376,Proprotein Convertase 1/3 Deficiency
608,D-Glucose,HMDB0000122,Both,18,64,4631.0,5597.0,Hyperlipidaemia 
609,D-Glucose,HMDB0000122,Female,18,64,2342.24,4140.14,Pregnancy with fetus having congenital heart defect
610,D-Glucose,HMDB0000122,Female,18,64,2417.71,3926.1499999999996,Pregnancy
611,D-Glucose,HMDB0000122,Both,0,0.003,800.0,1600.0,3-Hydroxyacyl-CoA dehydrogenase deficiency (SCHAD)
612,D-Glucose,HMDB0000122,Both,18,64,4300.0,14300.0,"Diabetes and Deafness, Maternally Inherited"
613,D-Glucose,HMDB0000122,Both,0,0.003,0,2600.0,Beckwith-Wiedemann Syndrome
614,D-Glucose,HMDB0000122,Female,18,64,2529.8999999999996,6095.9,Late-onset preeclampsia
615,D-Glucose,HMDB0000122,Both,18,64,4300.0,8300.0,"Diabetes and Deafness, Maternally Inherited"
616,D-Glucose,HMDB0000122,Female,18,64,2596.5,4128.3,Pregnancy
617,D-Glucose,HMDB0000122,Both,18,64,5210.0,10250.0,Familial partial lipodystrophy
618,D-Glucose,HMDB0000122,Both,18,64,3662.62,7407.599999999999,Heart failure with preserved ejection fraction
619,D-Glucose,HMDB0000122,Both,1,13,500.0,5200.0,Infantile Liver Failure Syndrome 2
623,D-Glucose,HMDB0000122,Both,1,13,4523.86,5101.138,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
624,D-Glucose,HMDB0000122,Both,1,13,4684.830999999999,5539.647,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
625,D-Glucose,HMDB0000122,Both,1,13,4179.714,4290.727999999999,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
626,D-Glucose,HMDB0000122,Both,1,13,4074.249,4707.035,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
627,D-Glucose,HMDB0000122,Both,18,64,5600.0,7600.0,"Maturity onset diabetes of the young, type 2"
628,D-Glucose,HMDB0000122,Both,1,13,500.0,3000.0,Hypoadrenocorticism
629,D-Glucose,HMDB0000122,Both,1,13,1370.0,2510.0,"Hyperinsulinemic hypoglycemia, familial, 1, HHF1"
630,D-Glucose,HMDB0000122,Both,1,13,1200.0,2600.0,"Hyperinsulinemic hypoglycemia, familial, 1, HHF1"
631,D-Glucose,HMDB0000122,Both,0,0.003,600.0,1000.0,"Hyperinsulinemic hypoglycemia, familial, 1, HHF1"
632,D-Glucose,HMDB0000122,Not Specified,0,1,700.0,2600.0,Mitochondrial trifunctional protein deficiency
635,D-Glucose,HMDB0000122,Male,0,0.003,0,100.0,Carnitine palmitoyltransferase deficiency I
637,D-Glucose,HMDB0000122,Female,18,64,149.5,341.5,Down syndrome pregnancy
638,D-Glucose,HMDB0000122,Female,18,64,143.5,291.1,Pregnancy
641,D-Glucose,HMDB0000122,Both,18,64,3300.0,5500.0,3-methyl-crotonyl-glycinuria
642,D-Glucose,HMDB0000122,Both,1,13,500.0,3000.0,3-Methyl-crotonyl-glycinuria
643,Glycine,HMDB0000123,Both,1,13,179.10000000000002,280.5,Obesity
644,Glycine,HMDB0000123,Both,1,13,192.5,283.5,Obesity
645,Glycine,HMDB0000123,Both,18,64,53.80000000000001,416.0,Heart Transplant
646,Glycine,HMDB0000123,Both,13,18,175.0,252.0,3-Phosphoglycerate Dehydrogenase Deficiency
647,Glycine,HMDB0000123,Male,1,13,114.0,356.0,Lipoyltransferase 1 Deficiency
649,Glycine,HMDB0000123,Female,18,64,162.20000000000002,361.0,Pregnancy with fetuses with trisomy 18
650,Glycine,HMDB0000123,Female,18,64,134.9,284.70000000000005,Pregnancy
653,Glycine,HMDB0000123,Female,18,64,145.2,230.8,Early preeclampsia
654,Glycine,HMDB0000123,Male,0,1,77.0,97.0,Phosphoserine Phosphatase Deficiency
655,Glycine,HMDB0000123,Female,18,64,133.5,345.7,Pregnancy
657,Glycine,HMDB0000123,Both,0,0.003,228.0,742.0,Pyridoxamine 5-prime-phosphate oxidase deficiency
658,Glycine,HMDB0000123,Both,0,0.003,780.0,1400.0,Non-ketotic hyperglycinemia
660,Glycine,HMDB0000123,Both,18,64,232.0,740.0,D-Glyceric acidemia
661,Glycine,HMDB0000123,Both,1,13,800.0,1200.0,D-Glyceric acidura
664,Glycine,HMDB0000123,Both,0,1,122.0,258.0,Iminoglycinuria
665,Glycine,HMDB0000123,Male,1,13,126.0,378.0,N-acetylglutamate synthetase deficiency
666,Glycine,HMDB0000123,Male,1,13,138.0,290.0,Histidinuria
667,Glycine,HMDB0000123,Male,18,64,254.0,310.0,Sarcosinemia
668,Glycine,HMDB0000123,Male,1,13,880.0,1070.0,Hyperglycinaemia
670,Glycine,HMDB0000123,Female,18,64,103.85,179.79,Pregnancy with fetus having congenital heart defect
671,Glycine,HMDB0000123,Female,18,64,95.0,175.12,Pregnancy
672,Glycine,HMDB0000123,Female,18,64,109.1,367.70000000000005,Late-onset preeclampsia
673,Glycine,HMDB0000123,Female,18,64,128.3,359.7,Pregnancy
675,Glycine,HMDB0000123,Both,1,13,265.0,397.5,Environmental enteric dysfunction
677,Glycine,HMDB0000123,Both,18,64,203.0,217.0,Refractory localization-related epilepsy (RLE)
678,Glycine,HMDB0000123,Both,1,13,309.0,399.0,Juvenile myoclonic epilepsy (JME)
679,Glycine,HMDB0000123,Both,65,99,0.141,0.165,Alzheimer's disease
680,Glycine,HMDB0000123,Female,18,64,2.5999999999999996,7.6,Down syndrome pregnancy
681,Glycine,HMDB0000123,Female,18,64,2.3999999999999995,5.8,Pregnancy
683,Glutathione,HMDB0000125,Male,18,64,4.555,7.809,Glutathionuria
684,Glutathione,HMDB0000125,Both,18,64,278.1,754.9,Schizophrenia
