,Accession,Disease_id,Disease_name
512,HMDB0000011,513,3-Hydroxyisobutyric acid dehydrogenase deficiency
513,HMDB0000011,514,3-Hydroxydicarboxylic aciduria
514,HMDB0000011,515,Pyruvate carboxylase deficiency
515,HMDB0000011,516,Diabetes mellitus type 2
516,HMDB0000011,517,Obesity
517,HMDB0000011,518,Pancreatic cancer
518,HMDB0000011,519,Colorectal cancer
519,HMDB0000011,520,Schizophrenia
520,HMDB0000011,521,Early preeclampsia
521,HMDB0000011,522,Pregnancy
522,HMDB0000011,523,Late-onset preeclampsia
523,HMDB0000011,524,2-Ketoglutarate dehydrogenase complex deficiency
524,HMDB0000011,525,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
525,HMDB0000011,526,3-Hydroxyacyl-CoA dehydrogenase deficiency
526,HMDB0000011,527,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
527,HMDB0000011,528,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
528,HMDB0000011,529,Ketotic hypoglycemia
529,HMDB0000011,530,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
530,HMDB0000011,531,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
531,HMDB0000011,532,Pyruvate dehydrogenase phosphatase deficiency
532,HMDB0000011,533,Carnitine palmitoyltransferase I deficiency
533,HMDB0000011,534,Anoxia
534,HMDB0000011,535,Meningitis
535,HMDB0000011,536,Ulcerative colitis
536,HMDB0000011,537,Crohn's disease
537,HMDB0000011,538,Alzheimer's disease
538,HMDB0000011,539,Frontotemporal dementia
539,HMDB0000011,540,Lewy body disease
540,HMDB0000011,541,Eosinophilic esophagitis
541,HMDB0000011,542,Medium Chain Acyl-CoA Dehydrogenase Deficiency
542,HMDB0000011,543,Fumarase deficiency
543,HMDB0000011,544,3-Hydroxyisobutyric acid dehydrogenase deficiency
544,HMDB0000011,545,3-Hydroxydicarboxylic aciduria
545,HMDB0000011,546,Pyruvate carboxylase deficiency
546,HMDB0000011,547,Diabetes mellitus type 2
547,HMDB0000011,548,Obesity
548,HMDB0000011,549,Pancreatic cancer
549,HMDB0000011,550,Colorectal cancer
550,HMDB0000011,551,Schizophrenia
551,HMDB0000011,552,Early preeclampsia
552,HMDB0000011,553,Pregnancy
553,HMDB0000011,554,Late-onset preeclampsia
554,HMDB0000011,555,2-Ketoglutarate dehydrogenase complex deficiency
555,HMDB0000011,556,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
556,HMDB0000011,557,3-Hydroxyacyl-CoA dehydrogenase deficiency
557,HMDB0000011,558,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
558,HMDB0000011,559,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
559,HMDB0000011,560,Ketotic hypoglycemia
560,HMDB0000011,561,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
561,HMDB0000011,562,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
562,HMDB0000011,563,Pyruvate dehydrogenase phosphatase deficiency
563,HMDB0000011,564,Carnitine palmitoyltransferase I deficiency
564,HMDB0000011,565,Anoxia
565,HMDB0000011,566,Meningitis
566,HMDB0000011,567,Ulcerative colitis
567,HMDB0000011,568,Crohn's disease
568,HMDB0000011,569,Alzheimer's disease
569,HMDB0000011,570,Frontotemporal dementia
570,HMDB0000011,571,Lewy body disease
571,HMDB0000011,572,Eosinophilic esophagitis
572,HMDB0000011,573,Medium Chain Acyl-CoA Dehydrogenase Deficiency
573,HMDB0000011,574,Fumarase deficiency
574,HMDB0000011,575,3-Hydroxyisobutyric acid dehydrogenase deficiency
575,HMDB0000011,576,3-Hydroxydicarboxylic aciduria
576,HMDB0000011,577,Pyruvate carboxylase deficiency
577,HMDB0000011,578,Diabetes mellitus type 2
578,HMDB0000011,579,Obesity
579,HMDB0000011,580,Pancreatic cancer
580,HMDB0000011,581,Colorectal cancer
581,HMDB0000011,582,Schizophrenia
582,HMDB0000011,583,Early preeclampsia
583,HMDB0000011,584,Pregnancy
584,HMDB0000011,585,Late-onset preeclampsia
585,HMDB0000011,586,2-Ketoglutarate dehydrogenase complex deficiency
586,HMDB0000011,587,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
587,HMDB0000011,588,3-Hydroxyacyl-CoA dehydrogenase deficiency
588,HMDB0000011,589,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
589,HMDB0000011,590,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
590,HMDB0000011,591,Ketotic hypoglycemia
591,HMDB0000011,592,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
592,HMDB0000011,593,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
593,HMDB0000011,594,Pyruvate dehydrogenase phosphatase deficiency
594,HMDB0000011,595,Carnitine palmitoyltransferase I deficiency
595,HMDB0000011,596,Anoxia
596,HMDB0000011,597,Meningitis
597,HMDB0000011,598,Ulcerative colitis
598,HMDB0000011,599,Crohn's disease
599,HMDB0000011,600,Alzheimer's disease
600,HMDB0000011,601,Frontotemporal dementia
601,HMDB0000011,602,Lewy body disease
602,HMDB0000011,603,Eosinophilic esophagitis
603,HMDB0000011,604,Medium Chain Acyl-CoA Dehydrogenase Deficiency
604,HMDB0000011,605,Fumarase deficiency
605,HMDB0000011,606,3-Hydroxyisobutyric acid dehydrogenase deficiency
606,HMDB0000011,607,3-Hydroxydicarboxylic aciduria
607,HMDB0000011,608,Pyruvate carboxylase deficiency
608,HMDB0000011,609,Diabetes mellitus type 2
609,HMDB0000011,610,Obesity
610,HMDB0000011,611,Pancreatic cancer
611,HMDB0000011,612,Colorectal cancer
612,HMDB0000011,613,Schizophrenia
613,HMDB0000011,614,Early preeclampsia
614,HMDB0000011,615,Pregnancy
615,HMDB0000011,616,Late-onset preeclampsia
616,HMDB0000011,617,2-Ketoglutarate dehydrogenase complex deficiency
617,HMDB0000011,618,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
618,HMDB0000011,619,3-Hydroxyacyl-CoA dehydrogenase deficiency
619,HMDB0000011,620,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
620,HMDB0000011,621,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
621,HMDB0000011,622,Ketotic hypoglycemia
622,HMDB0000011,623,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
623,HMDB0000011,624,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
624,HMDB0000011,625,Pyruvate dehydrogenase phosphatase deficiency
625,HMDB0000011,626,Carnitine palmitoyltransferase I deficiency
626,HMDB0000011,627,Anoxia
627,HMDB0000011,628,Meningitis
628,HMDB0000011,629,Ulcerative colitis
629,HMDB0000011,630,Crohn's disease
630,HMDB0000011,631,Alzheimer's disease
631,HMDB0000011,632,Frontotemporal dementia
632,HMDB0000011,633,Lewy body disease
633,HMDB0000011,634,Eosinophilic esophagitis
634,HMDB0000011,635,Medium Chain Acyl-CoA Dehydrogenase Deficiency
635,HMDB0000011,636,Fumarase deficiency
636,HMDB0000011,637,3-Hydroxyisobutyric acid dehydrogenase deficiency
637,HMDB0000011,638,3-Hydroxydicarboxylic aciduria
638,HMDB0000011,639,Pyruvate carboxylase deficiency
639,HMDB0000011,640,Diabetes mellitus type 2
640,HMDB0000011,641,Obesity
641,HMDB0000011,642,Pancreatic cancer
642,HMDB0000011,643,Colorectal cancer
643,HMDB0000011,644,Schizophrenia
644,HMDB0000011,645,Early preeclampsia
645,HMDB0000011,646,Pregnancy
646,HMDB0000011,647,Late-onset preeclampsia
647,HMDB0000011,648,2-Ketoglutarate dehydrogenase complex deficiency
648,HMDB0000011,649,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
649,HMDB0000011,650,3-Hydroxyacyl-CoA dehydrogenase deficiency
650,HMDB0000011,651,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
651,HMDB0000011,652,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
652,HMDB0000011,653,Ketotic hypoglycemia
653,HMDB0000011,654,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
654,HMDB0000011,655,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
655,HMDB0000011,656,Pyruvate dehydrogenase phosphatase deficiency
656,HMDB0000011,657,Carnitine palmitoyltransferase I deficiency
657,HMDB0000011,658,Anoxia
658,HMDB0000011,659,Meningitis
659,HMDB0000011,660,Ulcerative colitis
660,HMDB0000011,661,Crohn's disease
661,HMDB0000011,662,Alzheimer's disease
662,HMDB0000011,663,Frontotemporal dementia
663,HMDB0000011,664,Lewy body disease
664,HMDB0000011,665,Eosinophilic esophagitis
665,HMDB0000011,666,Medium Chain Acyl-CoA Dehydrogenase Deficiency
666,HMDB0000011,667,Fumarase deficiency
667,HMDB0000011,668,3-Hydroxyisobutyric acid dehydrogenase deficiency
668,HMDB0000011,669,3-Hydroxydicarboxylic aciduria
669,HMDB0000011,670,Pyruvate carboxylase deficiency
670,HMDB0000011,671,Diabetes mellitus type 2
671,HMDB0000011,672,Obesity
672,HMDB0000011,673,Pancreatic cancer
673,HMDB0000011,674,Colorectal cancer
674,HMDB0000011,675,Schizophrenia
675,HMDB0000011,676,Early preeclampsia
676,HMDB0000011,677,Pregnancy
677,HMDB0000011,678,Late-onset preeclampsia
678,HMDB0000011,679,2-Ketoglutarate dehydrogenase complex deficiency
679,HMDB0000011,680,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
680,HMDB0000011,681,3-Hydroxyacyl-CoA dehydrogenase deficiency
681,HMDB0000011,682,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
682,HMDB0000011,683,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
683,HMDB0000011,684,Ketotic hypoglycemia
684,HMDB0000011,685,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
685,HMDB0000011,686,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
686,HMDB0000011,687,Pyruvate dehydrogenase phosphatase deficiency
687,HMDB0000011,688,Carnitine palmitoyltransferase I deficiency
688,HMDB0000011,689,Anoxia
689,HMDB0000011,690,Meningitis
690,HMDB0000011,691,Ulcerative colitis
691,HMDB0000011,692,Crohn's disease
692,HMDB0000011,693,Alzheimer's disease
693,HMDB0000011,694,Frontotemporal dementia
694,HMDB0000011,695,Lewy body disease
695,HMDB0000011,696,Eosinophilic esophagitis
696,HMDB0000011,697,Medium Chain Acyl-CoA Dehydrogenase Deficiency
697,HMDB0000011,698,Fumarase deficiency
698,HMDB0000011,699,3-Hydroxyisobutyric acid dehydrogenase deficiency
699,HMDB0000011,700,3-Hydroxydicarboxylic aciduria
700,HMDB0000011,701,Pyruvate carboxylase deficiency
701,HMDB0000011,702,Diabetes mellitus type 2
702,HMDB0000011,703,Obesity
703,HMDB0000011,704,Pancreatic cancer
704,HMDB0000011,705,Colorectal cancer
705,HMDB0000011,706,Schizophrenia
706,HMDB0000011,707,Early preeclampsia
707,HMDB0000011,708,Pregnancy
708,HMDB0000011,709,Late-onset preeclampsia
709,HMDB0000011,710,2-Ketoglutarate dehydrogenase complex deficiency
710,HMDB0000011,711,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
711,HMDB0000011,712,3-Hydroxyacyl-CoA dehydrogenase deficiency
712,HMDB0000011,713,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
713,HMDB0000011,714,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
714,HMDB0000011,715,Ketotic hypoglycemia
715,HMDB0000011,716,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
716,HMDB0000011,717,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
717,HMDB0000011,718,Pyruvate dehydrogenase phosphatase deficiency
718,HMDB0000011,719,Carnitine palmitoyltransferase I deficiency
719,HMDB0000011,720,Anoxia
720,HMDB0000011,721,Meningitis
721,HMDB0000011,722,Ulcerative colitis
722,HMDB0000011,723,Crohn's disease
723,HMDB0000011,724,Alzheimer's disease
724,HMDB0000011,725,Frontotemporal dementia
725,HMDB0000011,726,Lewy body disease
726,HMDB0000011,727,Eosinophilic esophagitis
727,HMDB0000011,728,Medium Chain Acyl-CoA Dehydrogenase Deficiency
728,HMDB0000011,729,Fumarase deficiency
729,HMDB0000011,730,3-Hydroxyisobutyric acid dehydrogenase deficiency
730,HMDB0000011,731,3-Hydroxydicarboxylic aciduria
731,HMDB0000011,732,Pyruvate carboxylase deficiency
732,HMDB0000011,733,Diabetes mellitus type 2
733,HMDB0000011,734,Obesity
734,HMDB0000011,735,Pancreatic cancer
735,HMDB0000011,736,Colorectal cancer
736,HMDB0000011,737,Schizophrenia
737,HMDB0000011,738,Early preeclampsia
738,HMDB0000011,739,Pregnancy
739,HMDB0000011,740,Late-onset preeclampsia
740,HMDB0000011,741,2-Ketoglutarate dehydrogenase complex deficiency
741,HMDB0000011,742,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
742,HMDB0000011,743,3-Hydroxyacyl-CoA dehydrogenase deficiency
743,HMDB0000011,744,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
744,HMDB0000011,745,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
745,HMDB0000011,746,Ketotic hypoglycemia
746,HMDB0000011,747,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
747,HMDB0000011,748,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
748,HMDB0000011,749,Pyruvate dehydrogenase phosphatase deficiency
749,HMDB0000011,750,Carnitine palmitoyltransferase I deficiency
750,HMDB0000011,751,Anoxia
751,HMDB0000011,752,Meningitis
752,HMDB0000011,753,Ulcerative colitis
753,HMDB0000011,754,Crohn's disease
754,HMDB0000011,755,Alzheimer's disease
755,HMDB0000011,756,Frontotemporal dementia
756,HMDB0000011,757,Lewy body disease
757,HMDB0000011,758,Eosinophilic esophagitis
758,HMDB0000011,759,Medium Chain Acyl-CoA Dehydrogenase Deficiency
759,HMDB0000011,760,Fumarase deficiency
760,HMDB0000011,761,3-Hydroxyisobutyric acid dehydrogenase deficiency
761,HMDB0000011,762,3-Hydroxydicarboxylic aciduria
762,HMDB0000011,763,Pyruvate carboxylase deficiency
763,HMDB0000011,764,Diabetes mellitus type 2
764,HMDB0000011,765,Obesity
765,HMDB0000011,766,Pancreatic cancer
766,HMDB0000011,767,Colorectal cancer
767,HMDB0000011,768,Schizophrenia
768,HMDB0000011,769,Early preeclampsia
769,HMDB0000011,770,Pregnancy
770,HMDB0000011,771,Late-onset preeclampsia
771,HMDB0000011,772,2-Ketoglutarate dehydrogenase complex deficiency
772,HMDB0000011,773,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
773,HMDB0000011,774,3-Hydroxyacyl-CoA dehydrogenase deficiency
774,HMDB0000011,775,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
775,HMDB0000011,776,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
776,HMDB0000011,777,Ketotic hypoglycemia
777,HMDB0000011,778,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
778,HMDB0000011,779,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
779,HMDB0000011,780,Pyruvate dehydrogenase phosphatase deficiency
780,HMDB0000011,781,Carnitine palmitoyltransferase I deficiency
781,HMDB0000011,782,Anoxia
782,HMDB0000011,783,Meningitis
783,HMDB0000011,784,Ulcerative colitis
784,HMDB0000011,785,Crohn's disease
785,HMDB0000011,786,Alzheimer's disease
786,HMDB0000011,787,Frontotemporal dementia
787,HMDB0000011,788,Lewy body disease
788,HMDB0000011,789,Eosinophilic esophagitis
789,HMDB0000011,790,Medium Chain Acyl-CoA Dehydrogenase Deficiency
790,HMDB0000011,791,Fumarase deficiency
791,HMDB0000011,792,3-Hydroxyisobutyric acid dehydrogenase deficiency
792,HMDB0000011,793,3-Hydroxydicarboxylic aciduria
793,HMDB0000011,794,Pyruvate carboxylase deficiency
794,HMDB0000011,795,Diabetes mellitus type 2
795,HMDB0000011,796,Obesity
796,HMDB0000011,797,Pancreatic cancer
797,HMDB0000011,798,Colorectal cancer
798,HMDB0000011,799,Schizophrenia
799,HMDB0000011,800,Early preeclampsia
800,HMDB0000011,801,Pregnancy
801,HMDB0000011,802,Late-onset preeclampsia
802,HMDB0000011,803,2-Ketoglutarate dehydrogenase complex deficiency
803,HMDB0000011,804,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
804,HMDB0000011,805,3-Hydroxyacyl-CoA dehydrogenase deficiency
805,HMDB0000011,806,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
806,HMDB0000011,807,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
807,HMDB0000011,808,Ketotic hypoglycemia
808,HMDB0000011,809,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
809,HMDB0000011,810,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
810,HMDB0000011,811,Pyruvate dehydrogenase phosphatase deficiency
811,HMDB0000011,812,Carnitine palmitoyltransferase I deficiency
812,HMDB0000011,813,Anoxia
813,HMDB0000011,814,Meningitis
814,HMDB0000011,815,Ulcerative colitis
815,HMDB0000011,816,Crohn's disease
816,HMDB0000011,817,Alzheimer's disease
817,HMDB0000011,818,Frontotemporal dementia
818,HMDB0000011,819,Lewy body disease
819,HMDB0000011,820,Eosinophilic esophagitis
820,HMDB0000011,821,Medium Chain Acyl-CoA Dehydrogenase Deficiency
821,HMDB0000011,822,Fumarase deficiency
822,HMDB0000011,823,3-Hydroxyisobutyric acid dehydrogenase deficiency
823,HMDB0000011,824,3-Hydroxydicarboxylic aciduria
824,HMDB0000011,825,Pyruvate carboxylase deficiency
825,HMDB0000011,826,Diabetes mellitus type 2
826,HMDB0000011,827,Obesity
827,HMDB0000011,828,Pancreatic cancer
828,HMDB0000011,829,Colorectal cancer
829,HMDB0000011,830,Schizophrenia
830,HMDB0000011,831,Early preeclampsia
831,HMDB0000011,832,Pregnancy
832,HMDB0000011,833,Late-onset preeclampsia
833,HMDB0000011,834,2-Ketoglutarate dehydrogenase complex deficiency
834,HMDB0000011,835,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
835,HMDB0000011,836,3-Hydroxyacyl-CoA dehydrogenase deficiency
836,HMDB0000011,837,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
837,HMDB0000011,838,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
838,HMDB0000011,839,Ketotic hypoglycemia
839,HMDB0000011,840,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
840,HMDB0000011,841,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
841,HMDB0000011,842,Pyruvate dehydrogenase phosphatase deficiency
842,HMDB0000011,843,Carnitine palmitoyltransferase I deficiency
843,HMDB0000011,844,Anoxia
844,HMDB0000011,845,Meningitis
845,HMDB0000011,846,Ulcerative colitis
846,HMDB0000011,847,Crohn's disease
847,HMDB0000011,848,Alzheimer's disease
848,HMDB0000011,849,Frontotemporal dementia
849,HMDB0000011,850,Lewy body disease
850,HMDB0000011,851,Eosinophilic esophagitis
851,HMDB0000011,852,Medium Chain Acyl-CoA Dehydrogenase Deficiency
852,HMDB0000011,853,Fumarase deficiency
853,HMDB0000011,854,3-Hydroxyisobutyric acid dehydrogenase deficiency
854,HMDB0000011,855,3-Hydroxydicarboxylic aciduria
855,HMDB0000011,856,Pyruvate carboxylase deficiency
856,HMDB0000011,857,Diabetes mellitus type 2
857,HMDB0000011,858,Obesity
858,HMDB0000011,859,Pancreatic cancer
859,HMDB0000011,860,Colorectal cancer
860,HMDB0000011,861,Schizophrenia
861,HMDB0000011,862,Early preeclampsia
862,HMDB0000011,863,Pregnancy
863,HMDB0000011,864,Late-onset preeclampsia
864,HMDB0000011,865,2-Ketoglutarate dehydrogenase complex deficiency
865,HMDB0000011,866,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
866,HMDB0000011,867,3-Hydroxyacyl-CoA dehydrogenase deficiency
867,HMDB0000011,868,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
868,HMDB0000011,869,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
869,HMDB0000011,870,Ketotic hypoglycemia
870,HMDB0000011,871,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
871,HMDB0000011,872,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
872,HMDB0000011,873,Pyruvate dehydrogenase phosphatase deficiency
873,HMDB0000011,874,Carnitine palmitoyltransferase I deficiency
874,HMDB0000011,875,Anoxia
875,HMDB0000011,876,Meningitis
876,HMDB0000011,877,Ulcerative colitis
877,HMDB0000011,878,Crohn's disease
878,HMDB0000011,879,Alzheimer's disease
879,HMDB0000011,880,Frontotemporal dementia
880,HMDB0000011,881,Lewy body disease
881,HMDB0000011,882,Eosinophilic esophagitis
882,HMDB0000011,883,Medium Chain Acyl-CoA Dehydrogenase Deficiency
883,HMDB0000011,884,Fumarase deficiency
884,HMDB0000011,885,3-Hydroxyisobutyric acid dehydrogenase deficiency
885,HMDB0000011,886,3-Hydroxydicarboxylic aciduria
886,HMDB0000011,887,Pyruvate carboxylase deficiency
887,HMDB0000011,888,Diabetes mellitus type 2
888,HMDB0000011,889,Obesity
889,HMDB0000011,890,Pancreatic cancer
890,HMDB0000011,891,Colorectal cancer
891,HMDB0000011,892,Schizophrenia
892,HMDB0000011,893,Early preeclampsia
893,HMDB0000011,894,Pregnancy
894,HMDB0000011,895,Late-onset preeclampsia
895,HMDB0000011,896,2-Ketoglutarate dehydrogenase complex deficiency
896,HMDB0000011,897,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
897,HMDB0000011,898,3-Hydroxyacyl-CoA dehydrogenase deficiency
898,HMDB0000011,899,Long-chain-3-hydroxyacyl CoA dehydrogenase deficiency
899,HMDB0000011,900,Short-chain L-3-hydroxyacyl-CoA dehydrogenase deficiency
900,HMDB0000011,901,Ketotic hypoglycemia
901,HMDB0000011,902,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
902,HMDB0000011,903,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency"
903,HMDB0000011,904,Pyruvate dehydrogenase phosphatase deficiency
904,HMDB0000011,905,Carnitine palmitoyltransferase I deficiency
905,HMDB0000011,906,Anoxia
906,HMDB0000011,907,Meningitis
907,HMDB0000011,908,Ulcerative colitis
908,HMDB0000011,909,Crohn's disease
909,HMDB0000011,910,Alzheimer's disease
910,HMDB0000011,911,Frontotemporal dementia
911,HMDB0000011,912,Lewy body disease
912,HMDB0000011,913,Eosinophilic esophagitis
913,HMDB0000011,914,Medium Chain Acyl-CoA Dehydrogenase Deficiency
914,HMDB0000011,915,Fumarase deficiency
915,HMDB0000011,916,3-Hydroxyisobutyric acid dehydrogenase deficiency
