,metagene_id,Name,Disease,Disease Synonym,min_age,max_age,min_range,max_range,unit,meta_id,related_hmdb
115,133,D-Glucose,2-METHYLBUTYRYL-COA DEHYDROGENASE DEFICIENCY (SBCADD),SHORT/BRANCHED-CHAIN ACYL-CoA DEHYDROGENASE DEFICIENCY,1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
116,134,D-Glucose,2-METHYLBUTYRYL-COA DEHYDROGENASE DEFICIENCY (SBCADD),SHORT/BRANCHED-CHAIN ACYL-CoA DEHYDROGENASE DEFICIENCY,0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
117,135,D-Glucose,2-METHYLBUTYRYL-COA DEHYDROGENASE DEFICIENCY (SBCADD),SHORT/BRANCHED-CHAIN ACYL-CoA DEHYDROGENASE DEFICIENCY,0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
119,139,17-Hydroxyprogesterone,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0.0,2.0,1.00,93.0,ng/dl,446,HMDB0000374
120,140,17-Hydroxyprogesterone,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0.0,0.0907,50.00,1800.0,µg/dl,751,HMDB0000374
123,145,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
124,146,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
125,147,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
126,148,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
127,149,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
128,150,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
129,151,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,,,2.70,4.5,mmol/l,1134,HMDB0003345
130,152,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,,,3.00,4.3,mmol/l,1135,HMDB0003345
131,153,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
132,154,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
133,155,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
134,156,3-Hydroxyisovaleric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,0.00,19.0,μmol/l,397,HMDB0000754
137,159,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",13.0,18.0,19.00,71.0,μmol/l,1992,HMDB0000051
138,160,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,2.0,25.00,80.0,μmol/l,9,HMDB0000051
139,161,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,11.00,68.0,μmol/l,1092,HMDB0000051
140,162,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0907,45.00,97.0,µmol/l,37,HMDB0000051
141,163,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0028,36.00,110.0,μmol/l,278,HMDB0000051
142,164,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0907,47.00,91.0,µmol/l,277,HMDB0000051
143,165,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0907,41.00,79.0,µmol/l,276,HMDB0000051
144,166,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0907,28.00,56.0,µmol/l,275,HMDB0000051
145,167,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0907,24.00,60.0,µmol/l,274,HMDB0000051
146,168,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0907,27.00,59.0,µmol/l,273,HMDB0000051
147,169,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0907,27.00,57.0,µmol/l,279,HMDB0000051
148,170,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.02,6.83,43.45,µmol/l,1214,HMDB0000062
149,171,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.02,11.61,73.87,µmol/l,1215,HMDB0000062
150,172,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,23.00,60.0,µmol/l,59,HMDB0000062
151,173,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18.0,64.0,35.00,55.0,µmol/l,268,HMDB0000062
152,174,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,20.00,40.0,µmol/l,1090,HMDB0000062
153,175,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,2.0,15.00,40.0,µmol/l,1163,HMDB0000062
154,176,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.02,10.00,44.0,µmol/l,1213,HMDB0000062
155,177,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,2.0,13.00,23.0,µmol/l,1141,HMDB0000062
156,178,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,7.0,11.50,18.0,µmol/l,1142,HMDB0000062
157,179,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",7.0,15.0,18.00,30.0,µmol/l,1143,HMDB0000062
158,180,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,40.00,60.0,µmol/l,267,HMDB0000062
159,181,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0907,9.00,23.0,µmol/l,1089,HMDB0000062
164,186,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
165,187,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
166,188,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
167,189,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
168,190,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
169,191,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
170,192,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",,,2.70,4.5,mmol/l,1134,HMDB0003345
171,193,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",,,3.00,4.3,mmol/l,1135,HMDB0003345
172,194,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
173,195,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
174,196,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
176,198,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
177,199,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
178,200,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
179,201,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
180,202,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
181,203,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
182,204,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
183,205,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
184,206,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
185,207,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
186,208,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
187,209,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
188,210,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
189,211,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
190,212,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
191,213,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
192,219,Suberic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1.0,13.0,0.00,10.0,µmol/l,379,HMDB0000893
193,220,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1.0,13.0,22.00,700.0,µmol/l,349,HMDB0000442
194,221,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0.0,2.0,0.10,1.0,mmol/l,237,HMDB0000442
195,222,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1.0,13.0,0.10,0.9,mmol/l,240,HMDB0000442
196,223,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,18.0,64.0,0.00,0.3,mmol/l,243,HMDB0000442
197,224,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0.0,2.0,0.50,2.3,mmol/l,238,HMDB0000442
198,225,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1.0,13.0,0.80,2.6,mmol/l,241,HMDB0000442
199,226,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,18.0,64.0,0.10,0.8,mmol/l,244,HMDB0000442
200,227,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0.0,2.0,1.10,2.8,mmol/l,239,HMDB0000442
201,228,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1.0,13.0,2.50,5.2,mmol/l,242,HMDB0000442
202,229,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,18.0,64.0,0.70,1.7,mmol/l,245,HMDB0000442
203,230,3-Hydroxyisovaleric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1.0,13.0,0.00,19.0,μmol/l,397,HMDB0000754
204,231,Acetoacetic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1.0,13.0,0.00,86.0,µmol/l,371,HMDB0000060
209,236,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
210,237,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
211,238,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
212,239,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
213,240,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
214,241,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
215,242,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,,,2.70,4.5,mmol/l,1134,HMDB0003345
216,243,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,,,3.00,4.3,mmol/l,1135,HMDB0003345
217,244,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
218,245,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
219,246,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
221,248,3-Hydroxyglutaric acid,"3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY (SCHAD, HADH)","SHADH DEFICIENCY, SCHAD DEFICIENCY, FORMERLY",0.0,99.0,0.20,1.36,μmol/l,2072,HMDB0000428
