,Name,Disease,Disease Synonym,min_age,max_age,min_range,max_range,unit,meta_id
145,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,13,18,2.60,5.50,mmol/l,47
146,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,18,64,2.60,5.50,mmol/l,281
147,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,1,13,3.30,5.50,mmol/l,282
148,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0,0.0907,1.10,3.30,mmol/l,280
149,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0,0.0028,2.20,3.30,mmol/l,283
150,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0,0.0028,2.80,5.00,mmol/l,46
151,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,,,2.70,4.50,mmol/l,1134
152,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,,,3.00,4.30,mmol/l,1135
153,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,1,13,2.60,5.50,mmol/l,490
154,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0,0.0028,2.60,5.50,mmol/l,333
155,D-Glucose,3-BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,ADRENAL HYPERPLASIA II; STEROID 3 BETA-HYDROXYSTEROID DEHYDROGENASE DEFICIENCY,0,2,2.60,5.50,mmol/l,334
156,3-Hydroxyisovaleric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,0.00,19.00,μmol/l,397
157,3-Hydroxyisovalerylcarnitine (C5-OH),3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.02,0.05,0.31,µmol/l,1225
158,Acylcarnitine (C2),3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.02,12.40,50.70,µmol/l,1212
159,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",13,18,19.00,71.00,μmol/l,1992
160,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,25.00,80.00,μmol/l,9
161,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,11.00,68.00,μmol/l,1092
162,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0907,45.00,97.00,µmol/l,37
163,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0028,36.00,110.00,μmol/l,278
164,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0907,47.00,91.00,µmol/l,277
165,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0907,41.00,79.00,µmol/l,276
166,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0907,28.00,56.00,µmol/l,275
167,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0907,24.00,60.00,µmol/l,274
168,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0907,27.00,59.00,µmol/l,273
169,Ammonia,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0907,27.00,57.00,µmol/l,279
170,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.02,6.83,43.45,µmol/l,1214
171,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.02,11.61,73.87,µmol/l,1215
172,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,23.00,60.00,µmol/l,59
173,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18,64,35.00,55.00,µmol/l,268
174,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,20.00,40.00,µmol/l,1090
175,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,15.00,40.00,µmol/l,1163
176,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.02,10.00,44.00,µmol/l,1213
177,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,13.00,23.00,µmol/l,1141
178,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,7,11.50,18.00,µmol/l,1142
179,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",7,15,18.00,30.00,µmol/l,1143
180,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,40.00,60.00,µmol/l,267
181,L-Carnitine,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0907,9.00,23.00,µmol/l,1089
182,Free fatty acids,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,1.10,1.60,mmol/l,1138
183,Free fatty acids,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,7,1.10,2.80,mmol/l,1139
184,Free fatty acids,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",7,15,1.00,1.80,mmol/l,1140
185,Free fatty acids,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,0.30,1.00,mmol/l,286
186,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",13,18,2.60,5.50,mmol/l,47
187,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18,64,2.60,5.50,mmol/l,281
188,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,3.30,5.50,mmol/l,282
189,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0907,1.10,3.30,mmol/l,280
190,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0028,2.20,3.30,mmol/l,283
191,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0028,2.80,5.00,mmol/l,46
192,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",,,2.70,4.50,mmol/l,1134
193,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",,,3.00,4.30,mmol/l,1135
194,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,2.60,5.50,mmol/l,490
195,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,0.0028,2.60,5.50,mmol/l,333
196,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,2.60,5.50,mmol/l,334
197,Glutaric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,99,0.50,2.90,μmol/l,284
198,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,0.70,3.30,mmol/l,330
199,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,0.90,1.80,mmol/l,469
200,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,0.80,1.50,mmol/l,208
201,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18,64,0.70,1.90,mmol/l,211
202,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,1.00,2.30,mmol/l,214
203,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,0.90,2.00,mmol/l,206
204,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,0.50,1.60,mmol/l,209
205,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18,64,0.60,0.90,mmol/l,212
206,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,0.80,1.50,mmol/l,202
207,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,0.70,1.90,mmol/l,210
208,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18,64,0.40,1.00,mmol/l,213
209,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",7,15,0.40,0.90,mmol/l,1137
210,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,7,0.70,1.60,mmol/l,1136
211,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,0.90,1.80,mmol/l,203
212,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",18,64,1.00,1.50,mmol/l,204
213,L-Lactic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",0,2,2.00,3.00,mmol/l,207
219,Suberic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY (HMGCLD),"3-HYDROXY-3-METHYLGLUTARIC ACIDEMIA; LEUCINE METABOLISM, DEFECT IN, HMG-CoA LYASE DEFICIENCY",1,13,0.00,10.00,µmol/l,379
220,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1,13,22.00,700.00,µmol/l,349
221,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,2,0.10,1.00,mmol/l,237
222,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1,13,0.10,0.90,mmol/l,240
223,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,18,64,0.00,0.30,mmol/l,243
224,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,2,0.50,2.30,mmol/l,238
225,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1,13,0.80,2.60,mmol/l,241
226,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,18,64,0.10,0.80,mmol/l,244
227,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,2,1.10,2.80,mmol/l,239
228,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1,13,2.50,5.20,mmol/l,242
229,3-Hydroxybutyric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,18,64,0.70,1.70,mmol/l,245
230,3-Hydroxyisovaleric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1,13,0.00,19.00,μmol/l,397
231,Acetoacetic acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1,13,0.00,86.00,µmol/l,371
232,Free fatty acids,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,2,1.10,1.60,mmol/l,1138
233,Free fatty acids,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1,7,1.10,2.80,mmol/l,1139
234,Free fatty acids,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,7,15,1.00,1.80,mmol/l,1140
235,Free fatty acids,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,2,0.30,1.00,mmol/l,286
236,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,13,18,2.60,5.50,mmol/l,47
237,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,18,64,2.60,5.50,mmol/l,281
238,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1,13,3.30,5.50,mmol/l,282
239,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,0.0907,1.10,3.30,mmol/l,280
240,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,0.0028,2.20,3.30,mmol/l,283
241,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,0.0028,2.80,5.00,mmol/l,46
242,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,,,2.70,4.50,mmol/l,1134
243,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,,,3.00,4.30,mmol/l,1135
244,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,1,13,2.60,5.50,mmol/l,490
245,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,0.0028,2.60,5.50,mmol/l,333
246,D-Glucose,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,2,2.60,5.50,mmol/l,334
247,Glutaric acid,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE DEFICIENCY (HMGCS2D),HMCS2; MITOCHONDRIAL HMG-CoA SYNTHASE DEFICIENCY,0,99,0.50,2.90,μmol/l,284
248,3-Hydroxyglutaric acid,"3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY (SCHAD, HADH)","SHADH DEFICIENCY, SCHAD DEFICIENCY, FORMERLY",0,99,0.20,1.36,μmol/l,2072
249,3-Hydroxybutyric acid,"3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY (SCHAD, HADH)","SHADH DEFICIENCY, SCHAD DEFICIENCY, FORMERLY",1,13,22.00,700.00,µmol/l,349
